Br *-Br
ccC *-C(-*)-c(:*):c:*
FCF *-C(-F)-F
FCF *-C(-*)(-F)-F
CCNC(=O)c1ccccc1 *-C-C(-*)-N(-*)-C(=O)-c1:c:c(-*):c(-*):c:c:1-*
CCNC(=O)c1ccccc1 *-C-C-N(-*)-C(=O)-c1:c:c:c:c:c:1-*
CCNC(=O)c1ccccc1 *-c1:c:c:c:c:c:1-C(=O)-N(-*)-C-C
CCNC(=O)c1ccccc1 *-C-C(-*)-N-C(=O)-c1:c:c:c:c(-*):c:1
CCNC(=O)c1ccccc1 *-C-C(-*)-N-C(=O)-c1:c:c:c(-*):c:c:1
CCNC(=O)c1ccccc1 *-C-C-N(-*)-C(=O)-c1:c:c:c:c:c:1
CCNC(=O)c1ccccc1 *-C-C-N(-*)-C(=O)-c1:c:c:c(-*):c(-*):c:1
CCNC(=O)c1ccccc1 *-C-C-N(-*)-C(=O)-c1:c:c:c(-*):c:c:1
CCNC(=O)c1ccccc1 *-c1:c:c:c(-C(=O)-N-C-C(-*)-*):c:c:1
CCNC(=O)c1ccccc1 *-C-C-N(-*)-C(=O)-c1:c:c:c:c(-*):c:1
CCNC(=O)c1ccccc1 *-c1:c:c:c(-C(=O)-N(-*)-C(-*)-C):c:c:1
CCNC(=O)c1ccccc1 *-C(-C)-N(-*)-C(=O)-c1:c:c:c:c:c:1
CCNC(=O)c1ccccc1 *-c1:c:c:c(-C(=O)-N(-*)-C-C):c:c:1
CCNC(=O)c1ccccc1 *-c1:c:c:c(-C(=O)-N-C-C(-*)-*):c(-*):c:1
CCNC(=O)c1ccccc1 *-c1:c:c:c:c(-*):c:1-C(=O)-N(-*)-C(-*)-C
CCNC(=O)c1ccccc1 *-C-C-N(-*)-C(=O)-c1:c(-*):c:c:c:c:1-*
CCNC(=O)c1ccccc1 *-c1:c:c:c:c(-*):c:1-C(=O)-N(-*)-C-C=*
CCNC(=O)c1ccccc1 *-c1:c:c:c:c(-C(=O)-N-C-C(-*)-*):c:1
CCNC(=O)c1ccccc1 *-c1:c:c:c:c(-C(=O)-N(-*)-C-C):c:1
CCNC(=O)c1ccccc1 *-C-C-N(-*)-C(=O)-c1:c:c:c(-*):c:c:1-*
CCNC(=O)c1ccccc1 *-c1:c:c:c(-C(=O)-N(-*)-C-C(-*)-*):c:c:1
CCNC(=O)c1ccccc1 *-c1:c:c:c(-C(=O)-N(-*)-C-C=*):c:c:1-*
CCNC(=O)c1ccccc1 *-c1:c:c:c(-C(=O)-N-C-C(-*)-*):c:c:1-*
CCNC(=O)c1ccccc1 *-C(=*)-C-N-C(=O)-c1:c:c:c(-*):c(-*):c:1
CCNC(=O)c1ccccc1 *-c1:c:c:c(-C(=O)-N(-*)-C-C=*):c(-*):c:1
CCNC(=O)c1ccccc1 *-c1:c:c:c(-C(=O)-N(-*)-C-C(-*)-*):c(-*):c:1
CCNC(=O)c1ccccc1 *-C-C-N-C(=O)-c1:c:c:c(-*):c:c:1
CCNC(=O)c1ccccc1 *-c1:c:c:c:c:c:1-C(=O)-N(-*)-C-C=*
CCNC(=O)c1ccccc1 *-c1:c:c:c:c:c:1-C(=O)-N(-*)-C-C(-*)-*
CCNC(=O)c1ccccc1 *-c1:c:c:c:c:c:1-C(=O)-N-C-C(-*)-*
CCNC(=O)c1ccccc1 *-C-C-N-C(=O)-c1:c:c:c:c:c:1-*
CCNC(=O)c1ccccc1 *-c1:c:c:c(-*):c(-C(=O)-N(-*)-C-C(-*)-*):c:1
CCNC(=O)c1ccccc1 *-c1:c:c:c:c(-*):c:1-C(=O)-N(-*)-C-C(-*)-*
CCNC(=O)c1ccccc1 *-c1:c:c:c(-C(=O)-N(-*)-C-C(-*)-*):c:c:1-*
CCNC(=O)c1ccccc1 *-c1:c:c:c(-C(=O)-N-C(-*)-C):c:c:1-*
CCNC(=O)c1ccccc1 *-C-C-N-C(=O)-c1:c:c:c(-*):c(-*):c:1
CCNC(=O)c1ccccc1 *-c1:c:c:c(-C(=O)-N-C(-*)(-*)-C):c(-*):c:1
CCNC(=O)c1ccccc1 *-C-C(-*)-N-C(=O)-c1:c:c:c(-*):c:c:1-*
CCNC(=O)c1ccccc1 *-C-C(-*)-N-C(=O)-c1:c:c:c:c:c:1-*
CCNC(=O)c1ccccc1 *-C-C-N-C(=O)-c1:c:c:c:c(-*):c:1
CCNC(=O)c1ccccc1 *-C-C(-*)-N-C(=O)-c1:c:c:c(-*):c(-*):c:1
CCNC(=O)c1ccccc1 *-C-C(-*)-N-C(=O)-c1:c(-*):c:c:c:c:1-*
CCNC(=O)c1ccccc1 *-C-C(-*)-N-C(=O)-c1:c:c(-*):c:c:c:1-*
CCNC(=O)c1ccccc1 *-C-C(-*)-N-C(=O)-c1:c:c:c:c(:*):c:1:*
CCNC(=O)c1ccccc1 *-C(=*)-C-N-C(=O)-c1:c:c:c:c:c:1
CCNC(=O)c1ccccc1 *-c1:c:c:c:c:c:1-C(=O)-N(-*)-C(-*)(-*)-C
CCNC(=O)c1ccccc1 *-C(=*)-C-N(-*)-C(=O)-c1:c:c:c:c:c:1-*
CCNC(=O)c1ccccc1 *-C-C-N-C(=O)-c1:c:c:c:c:c:1
CCNC(=O)c1ccccc1 *-C-C-N(-*)-C(=O)-c1:c:c(-*):c:c(-*):c:1
CCNC(=O)c1ccccc1 *-C-C-N(-*)-C(=O)-c1:c:c(-*):c:c:c:1-*
CCNC(=O)c1ccccc1 *-C-C-N(-*)-C(=O)-c1:c:c(-*):c:c(-*):c:1-*
CCNC(=O)c1ccccc1 *-C(-N-C(=O)-c1:c:c:c:c:c:1)-C(-*)(-*)-*
CCNC(=O)c1ccccc1 *-C(=*)-C(-*)-N-C(=O)-c1:c:c:c(-*):c:c:1
CCNC(=O)c1ccccc1 *-C(=*)-C(-*)-N-C(=O)-c1:c:c:c:c:c:1
CCNC(=O)c1ccccc1 *-C(-*)(-*)-C(-*)(-*)-N-C(=O)-c1:c:c:c:c:c:1
CCNC(=O)c1ccccc1 *-c1:c:c:c:c(-C(=O)-N-C(-*)-C):c:1
CCNC(=O)c1ccccc1 *-C(=*)-C(-*)-N-C(=O)-c1:c:c:c:c:c:1-*
CCNC(=O)c1ccccc1 *-C-C(-*)-N(-*)-C(=O)-c1:c(-*):c:c:c:c:1-*
CCNC(=O)c1ccccc1 *-c1:c:c(-*):c:c(-C(=O)-N-C(-*)(-*)-C):c:1
CCNC(=O)c1ccccc1 *-c1:c:c:c:c(-C(=O)-N-C(-*)(-*)-C):c:1
CCNC(=O)c1ccccc1 *-c1:c:c:c(-C(=O)-N-C(-*)(-*)-C):c:c:1-*
CCNC(=O)c1ccccc1 *-C(-N(-*)-C(=O)-c1:c:c:c:c:c:1)-C(-*)(-*)-*
CCNC(=O)c1ccccc1 *-c1:c:c:c(-C(=O)-N(-*)-C-C=*):c:c:1
CCNC(=O)c1ccccc1 *-c1:c:c:c(-C(=O)-N-C(-*)-C):c:c:1
CCNC(=O)c1ccccc1 *-c1:c:c:c:c:c:1-C(=O)-N-C(-*)-C
CCNC(=O)c1ccccc1 *-c1:c:c:c(-*):c(-C(=O)-N(-*)-C-C=*):c:1
CCNC(=O)c1ccccc1 *-c1:c:c:c:c(-*):c:1-C(=O)-N-C-C(-*)-*
CCNC(=O)c1ccccc1 *-C-C-N-C(=O)-c1:c(-*):c:c:c:c:1-*
CCNC(=O)c1ccccc1 *-C(=*)-C-N-C(=O)-c1:c:c:c(-*):c:c:1-*
CCNC(=O)c1ccccc1 *-C(=*)-C-N-C(=O)-c1:c:c:c:c:c:1-*
CCNC(=O)c1ccccc1 *-c1:c:c:c(-C(=O)-N-C(-*)(-*)-C(-*)(-*)-*):c:c:1
CCNC(=O)c1ccccc1 *-C-C(-*)-N-C(=O)-c1:c:c:c:c:c:1
CCNC(=O)c1ccccc1 *-c1:c:c(-*):c(-C(=O)-N(-*)-C(-*)-C):c:c:1-*
CCNC(=O)c1ccccc1 *-C-C-N(-*)-C(=O)-c1:c:c(-*):c(-*):c:c:1-*
c1ccsc1 *-c1:c:c(-*):c(-*):s:1
c1ccsc1 *-c1:c:c:c:s:1
c1ccsc1 *-c1:c:s:c(-*):c:1
c1ccsc1 *-c1:s:c(-*):c(-*):c:1-*
c1ccsc1 *-c1:s:c(:*):c(:*):c:1-*
c1ccsc1 *-c1:c:s:c(:*):c:1:*
c1ccsc1 *-c1:c:c:c(-*):s:1
c1ccsc1 *:c1:s:c(:*):c(:*):c:1:*
c1ccsc1 *-c1:c:s:c(-*):c:1-*
c1ccsc1 *-c1:c:c:s:c:1-*
c1ccsc1 *-c1:c:c(:*):c(:*):s:1
Fc1ccccc1 *-c1:c:c:c(-F):c:c:1-*
Fc1ccccc1 *-c1:c:c:c(-*):c(-F):c:1
Fc1ccccc1 *-c1:c:c:c(-F):c:c:1
Fc1ccccc1 *:c1:c:c:c:c(-F):c:1:*
Fc1ccccc1 *-c1:c:c:c:c:c:1-F
Fc1ccccc1 *-c1:c:c:c:c(-F):c:1
Fc1ccccc1 *-c1:c:c:c(-F):c(-*):c:1
Fc1ccccc1 *-c1:c:c(-*):c(-F):c(-*):c:1-*
Fc1ccccc1 *-c1:c:c:c:c(-F):c:1-*
Fc1ccccc1 *-c1:c:c(-F):c(-*):c(-*):c:1-*
Fc1ccccc1 *-c1:c:c:c(-F):c(-*):c:1-*
Fc1ccccc1 *-c1:c:c(-*):c(-F):c:c:1-*
CCNC *-C(-*)-C(=*)-N(-*)-C
CCNC *-C-C-N(-*)-C
CCNC *-C-C(=*)-N(-*)-C
CCNC *-C-N-C(=*)-C-*
CCNC *-C-C(-*)-N(-*)-C
CCNC *-C-C-N(-*)-C-*
CCNC *-C-N(-*)-C-C(-*)-*
CCNC *-N(-C)-C(=*)-C(-*)(-*)-*
CCNC *-N(-C)-C(=*)-C
CCNC *-C-N(-*)-C(-*)(-*)-C
CCNC *-C-C(=*)-N(-*)-C-*
CCNC *-C(=*)-C-N(-*)-C
CCNC *-C-N(-*)-C(=*)-C(-*)(-*)-*
CCNC *-C-N(-*)-C(-*)-C(-*)=*
CCNC *-C-N(-*)-C-C
CCNC *-C(=*)-C(-*)-N(-*)-C
CCNC *-C(=*)-C(=*)-N(-*)-C=*
CCNC *-C-N(-*)-C(-*)(-*)-C-*
cccco *-c(:c:c(=*):c(:*):*):o:*
cccco *-c(:c:*):c(-*):c(=*):o:*
cccco *-c(:c:c(:*):c:*):o:*
cccco *-c(:*):c(-*):c:c(=*):o:*
cccco *-c(:*):c:c:c(:*):o:*
cccco *-c(:o:*):c(-*):c(:*):c:*
cccco *-c(:*):c(:*):c:c:o:*
cccco *-c(:*):c(-*):c(:*):c(=*):o:*
cccco *-c(:c:o:*):c(:*):c:*
cccco *:c:c:c(:*):c(:*):o:*
cccco *-c(:o:*):c(-*):c(=*):c:*
cccco *:c:c:c:c(:*):o:*
cccco *-c(:c:*):c:c(:*):o:*
cccco *-c(:*):c:c(-*):c(=*):o:*
cccco *=c(:o:*):c(:*):c:c:*
cccco *-c(:c(-*):c(:*):*):c(=*):o:*
cccco *-c(:o:*):c(-*):c(:*):c(:*):*
cccco *-c(:c:*):c(:*):c(:*):o:*
cccco *-c(:*):c(-*):c:c(:*):o:*
cccco *-c(:*):c:c(-*):c(:*):o:*
cccco *-c(:o:*):c(:*):c(:*):c:*
cccco *-c(:c:c(:*):*):c(=*):o:*
cccco *-c(:c:c(=*):o:*):c(:*):*
cccco *-c(:o:*):c(-*):c(:*):c(-*):*
NC(=O)CS *-S-C-C(-N)=O
NC(=O)CS *-N-C(=O)-C-S-*
NC(=O)CS *-N-C(=O)-C(-*)-S-*
NC(=O)CS *-S-C-C(=O)-N(-*)-*
Oc1ccccc1 *-O-c1:c:c(-*):c:c(-*):c:1-*
Oc1ccccc1 *-O-c1:c:c(-*):c:c:c:1-*
Oc1ccccc1 *-c1:c:c(-*):c(-*):c(-O):c:1
Oc1ccccc1 *-c1:c:c:c(-O):c:c:1
Oc1ccccc1 *-c1:c:c(-O):c:c(:*):c:1:*
Oc1ccccc1 *-c1:c:c:c(-O):c:c:1-*
Oc1ccccc1 *-O-c1:c:c:c:c:c:1-*
Oc1ccccc1 *-c1:c:c:c(-*):c(-O):c:1
Oc1ccccc1 *-O-c1:c:c:c:c:c:1
Oc1ccccc1 *-O-c1:c:c:c(-*):c:c:1
Oc1ccccc1 *-c1:c:c:c:c:c:1-O
Oc1ccccc1 *-c1:c:c:c(-O):c(-*):c:1
Oc1ccccc1 *-O-c1:c:c:c(-*):c:c:1-*
Oc1ccccc1 *-c1:c:c:c:c(-O):c:1
Oc1ccccc1 *:c1:c:c:c(-O):c:c:1:*
Oc1ccccc1 *-O-c1:c:c:c(:*):c(:*):c:1
Oc1ccccc1 *-O-c1:c:c(-*):c(:*):c(:*):c:1
Oc1ccccc1 *-O-c1:c:c:c:c(-*):c:1
Oc1ccccc1 *-c1:c:c(-*):c(-O):c(-*):c:1
Oc1ccccc1 *-c1:c:c(-*):c(-O):c:c:1-*
cccn *:c:c:c:n:*
cccn *-c(:c:n:*):c(:*):*
cccn *-c(:*):c(:*):c(-*):n:*
cccn *-c(:*):c(-*):c(-*):n:*
cccn *-c(:c:c:*):n:*
cccn *-c(:*):c:c(:*):n:*
cccn *-c(:c:*):c(-*):n:*
cccn *-c(:*):c:c(-*):n:*
cccn *-c(:c:c(=*):*):n:*
cccn *-c(:c:*):c:n:*
cccn *:c(:*):c:c:n(:*):*
cccn *-c(:*):c(-*):c(-*):n(-*):*
cccn *-n(:*):c(=*):c(:*):c:*
cccn *:c(:*):c(:*):c:n(:*):*
cccn *-c(:*):c:c(=*):n(-*):*
cccn *-c(:*):c:c(-*):n(:*):*
cccn *=c(:*):c(:*):c:n:*
cccn *-c(:n:*):c(:*):c:*
cccn *-c(:c:c(:*):*):n:*
cccn *-c(:*):c:c:n:*
cccn *:c:c:c(:*):n:*
cccn *-n(:*):c(:*):c:c:*
cccn *-c(:*):c(-*):c:n:*
cccn *-c(:*):c(:*):c:n:*
cccn *-c(:c:n(-*):*):c(=*):*
cccn *-c(:c(-*):n(-*):*):c(:*):*
cccn *=c(:*):c(:*):c(:*):n:*
cccn *:n:c(:*):c(:*):c(:*):*
cccn *:c:c(:*):c(:*):n:*
nco *-c(:n:*):o:*
nco *-n(:*):c(=*):o:*
nco *-n(:*):c(:*):o:*
nco *:n:c(:*):o:*
c1cnnc1 *-c1:n:n(-*):c(-*):c:1-*
c1cnnc1 *-n1:n:c:c(:*):c:1:*
c1cnnc1 *-c1:c:c(-*):n(-*):n:1
c1cnnc1 *-c1:c:n:n(-*):c:1
c1cnnc1 *-c1:c:n(-*):n:c:1-*
c1cnnc1 *-c1:c:n:n(-*):c:1-*
c1cnnc1 *-c1:c:c:n:n:1-*
c1cnnc1 *-n1:c:c:c:n:1
c1cnnc1 *-c1:c:c:n(-*):n:1
c1cncn1 *-n1:c:c:n:c:1
c1cncn1 *-n1:c:n:c(:*):c:1:*
c1cncn1 *-c1:c:n:c:n:1-*
c1cncn1 *-c1:n:c(:*):c(:*):n:1-*
c1cncn1 *-c1:n:c:n(-*):c:1-*
c1cncn1 *-c1:n:c(-*):n(-*):c:1-*
c1cncn1 *-c1:n:c:c:n:1-*
c1cncn1 *-c1:c:n(:*):c(:*):n:1
c1cncn1 *-c1:c:n(-*):c:n:1
c1cncn1 *-c1:c:n(-*):c(-*):n:1
c1cncn1 *-c1:c:n(-*):c(=*):n:1-*
c1cncn1 *-c1:c:n:c(-*):n:1-*
CCOC=O *-C(=O)-O-C-C
CCOC=O *-C(=O)-O-C(-*)(-*)-C
CCOC=O *-C-C-O-C(-*)=O
CCOC=O *-C(=O)-O-C-C(-*)-*
CCOC=O *-C(=O)-O-C-C(-*)(-*)-*
CC(=O)O *-O-C(-C)=O
CC(=O)O *-O-C(=O)-C(-*)-*
CC(=O)O *-C-C(=O)-O-*
CC(=O)O *-O-C(=O)-C(-*)=*
CC(=O)O *-O-C(=O)-C=*
C#N *-C#N
ncnc=O *-n(:*):c(=*):n(-*):c(:*)=O
ncnc=O *-c(:n:*):n(-*):c(:*)=O
ncnc=O *-n(:c(:*)=O):c(:*):n:*
ncnc=O *-n(:c:n:*):c(:*)=O
ncnc=O *:n:c(:*):n(:*):c(:*)=O
ncnc=O *-c(:n:c(:*)=O):n(-*):*
ncnc=O *-n(:*):c(:*):n(:*):c(:*)=O
ccccn *-c(:*):c:c:c(-*):n:*
ccccn *-n(:*):c:c:c(:*):c:*
ccccn *-n(:*):c(:*):c(:*):c(:*):c:*
ccccn *-n(:*):c(=*):c(:*):c:c:*
ccccn *-c(:n:*):c(:*):c:c:*
ccccn *-c(:c:n:*):c(-*):c(=*):*
ccccn *-c(:n:*):c(:*):c(:*):c:*
ccccn *-c(:*):c:c:c(:*):n:*
ccccn *-c(:*):c:c:c(:*):n(-*):*
ccccn *-c(:c:n(-*):*):c(:*):c:*
ccccn *-n(:*):c(:*):c:c:c:*
ccccn *-n(:*):c(=*):c(:*):c(:*):c(=*):*
ccccn *-c(:n:*):c(:*):c(:*):c(:*):*
ccccn *-c(:*):c:c:c(=*):n(-*):*
ccccn *:c:c:c(:*):c(:*):n:*
ccccn *=c(:*):c(:*):c(:*):c(:*):n:*
ccccn *-c(:c:*):c(-*):c(=*):n(-*):*
ccccn *-c(:*):c(:*):c(:*):c(-*):n:*
ccccn *-c(:c:c(:*):*):c(=*):n(-*):*
ccccn *-c(:*):c:c(-*):c(:*):n:*
ccccn *:c:c:c:c(:*):n:*
ccccn *-c(:c:*):c(:*):c(:*):n(-*):*
ccccn *-c(:*):c(-*):c:c(:*):n(-*):*
ccccn *-c(:*):c(:*):c(-*):c:n(-*):*
ccccn *-c(:c:c:c(=*):*):n:*
ccccn *-c(:n:*):c(:*):c(:*):c(=*):*
ccccn *-c(:c:c(:*):c:*):n(-*):*
ccccn *:c:c:c(:*):c:n:*
ccccn *-c(:c(-*):n(-*):*):c(:*):c:*
ccccn *:c:c(:*):c(:*):c(:*):n:*
ccccn *-c(:c:c(-*):c(:*):*):n:*
ccccn *-c(:*):c(-*):c(:*):c(:*):n:*
ccccn *-c(:c:c(-*):c(=*):*):n:*
ccccn *-c(:c:c(-*):c(-*):*):n:*
ccccn *-c(:c:*):c(:*):c(:*):n:*
ccccn *:n:c(:*):c(:*):c(:*):c(:*):*
ccccn *-c(:*):c:c(=*):c(-*):n:*
nccn *-c(:c:n:*):n:*
nccn *-c(:n:*):c(-*):n(-*):*
nccn *:n:c(:*):c(:*):n:*
nccn *-c(:n:*):c(-*):n:*
nccn *-n(:*):c(=*):c(:*):n:*
nccn *-c(:n:*):c(:*):n(:*):*
nccn *-c(:n:*):c(:*):n:*
nccn *-c(:n:*):c(=*):n:*
nccn *-c(:c:n(-*):*):n:*
nccn *:n:c:c:n:*
nccn *=c(:c:n:*):n:*
nccn *-c(:n:*):c(-*):n(:*):*
CCOC(C)=O *-C-C(-*)-O-C(-C)=O
CCOC(C)=O *-C-C(=O)-O-C-C
CCOC(C)=O *-C(-*)-C(=O)-O-C-C
CCOC(C)=O *-C(-*)(-*)-C(=O)-O-C-C
CCOC(C)=O *-C-C(=O)-O-C(-*)-C
CCOC(C)=O *-C-C-O-C(-C)=O
CCOC(C)=O *-C(-*)-C-O-C(-C)=O
CCOC(C)=O *-C(-C=*)-O-C(-C)=O
CCOC(C)=O *-C(-*)-C(-*)-O-C(-C)=O
CCNC=O *-C(=O)-N(-*)-C(-*)-C=*
CCNC=O *-C(=*)-C(-*)(-*)-N-C(-*)=O
CCNC=O *-C(=*)-C(-*)-N-C(-*)=O
CCNC=O *-C(=O)-N-C(-*)-C=*
CCNC=O *-C(=O)-N(-*)-C-C=*
CCNC=O *-C(=*)-C(-*)-N(-*)-C(-*)=O
CCNC=O *-C(=*)-C-N-C(-*)=O
[nH]c=O *:[nH]:c(:*)=O
NC(=O)CO *-N-C(=O)-C-O-*
NC(=O)CO *-O-C-C(=O)-N(-*)-*
NC(=O)CO *-N-C(=O)-C(-*)-O-*
NC(=O)CO *-O-C-C(-N)=O
NC(=O)CO *-N-C(=O)-C(-*)(-*)-O
NC(=O)CO *-O-C(-*)-C(=O)-N(-*)-*
NC(=O)CO *-N-C(=O)-C(-*)-O
c1cncnc1 *-c1:c:n:c:n:c:1-*
c1cncnc1 *-c1:n:c:n:c(:*):c:1:*
c1cncnc1 *-c1:n:c(-*):c(-*):c(-*):n:1
c1cncnc1 *-c1:c:c:n(-*):c(=*):n:1
c1cncnc1 *-c1:n:c:n:c(-*):c:1-*
c1cncnc1 *-c1:c:c:n:c(-*):n:1
c1cncnc1 *-c1:c:c:n:c(:*):n:1:*
c1cncnc1 *-c1:n:c:c(-*):c(-*):n:1
c1cncnc1 *-c1:n:c(-*):c(:*):c(:*):n:1
c1cncnc1 *-c1:n:c(:*):n(:*):c(-*):c:1-*
c1cncnc1 *-c1:c:c:n:c:n:1
c1cncnc1 *-c1:c:n:c:n:c:1
c1cncnc1 *-c1:n:c:c:c:n:1
c1cncnc1 *-c1:c:n(-*):c(=*):n:c:1-*
c1cncnc1 *-n1:c(=*):c(:*):c(:*):n(-*):c:1=*
c1cncnc1 *-c1:c:c(-*):n:c(-*):n:1
c1cncnc1 *-c1:c:c(-*):n(:*):c(:*):n:1
c1cncnc1 *-c1:c:n:c(-*):n:c:1
c1cncnc1 *:c1:n:c:c:c:n:1:*
c1cncnc1 *-n1:c:c:c(=*):n(-*):c:1=*
c1cncnc1 *-c1:c:c(-*):n:c:n:1
FC(F)F *-C(-F)(-F)-F
CC(C)C *-C(-C)(-C)-C
CC(C)C *-C-C(-*)(-C)-C
CC(C)C *=C-C(-C)-C
CC(C)C *-C(-*)-C(-C)-C
CC(C)C *-C-C(-C)-C-*
CC(C)C *-C(=*)-C(-*)(-C)-C
CC(C)C *-C-C(-C)-C
CC(C)C *-C(-*)-C(-*)(-C)-C
CC(C)C *-C(-C)(-C)-C=*
CC(C)C *-C(=*)-C(-C)-C
CC(C)C *-C-C(-*)(-C(-*)=*)-C(-*)=*
Cc1cccs1 *-C(=*)-c1:s:c:c:c:1-*
Cc1cccs1 *-C(=*)-c1:c:c:c:s:1
Cc1cccs1 *-C-c1:s:c(-*):c(-*):c:1-*
Cc1cccs1 *-c1:s:c(-C):c(-*):c:1-*
Cc1cccs1 *-C(=*)-c1:s:c(:*):c(:*):c:1-*
Cc1cccs1 *-C(=*)-c1:s:c(-*):c(-*):c:1-*
Cc1cccs1 *-C(=*)-c1:s:c:c(-*):c:1-*
Cc1cccs1 *-c1:c(-C):s:c(:*):c:1:*
Cc1cccs1 *-C(-*)-c1:c:c:c:s:1
Cc1cccs1 *-C-c1:c:c:c:s:1
O=CNCc1ccccc1 *-C(=O)-N(-*)-C-c1:c(-*):c:c:c:c:1-*
O=CNCc1ccccc1 *-C(=O)-N(-*)-C-c1:c:c:c(-*):c:c:1
O=CNCc1ccccc1 *-C(=O)-N(-*)-C-c1:c:c:c:c(-*):c:1
O=CNCc1ccccc1 *-C(=O)-N(-*)-C-c1:c:c:c:c:c:1-*
O=CNCc1ccccc1 *-C(=O)-N-C-c1:c:c:c:c:c:1
O=CNCc1ccccc1 *-C(=O)-N-C-c1:c:c:c:c:c:1-*
O=CNCc1ccccc1 *-C(=O)-N(-*)-C-c1:c:c:c:c:c:1
O=CNCc1ccccc1 *-C(=O)-N-C-c1:c:c:c(-*):c:c:1
O=CNCc1ccccc1 *-C(=O)-N-C-c1:c:c(-*):c(-*):c(-*):c:1
O=CNCc1ccccc1 *-C(=O)-N-C-c1:c:c:c(-*):c(-*):c:1
O=CNCc1ccccc1 *-C(=O)-N-C(-*)-c1:c:c:c:c:c:1-*
O=CNCc1ccccc1 *-C(=O)-N-C(-*)-c1:c:c:c:c:c:1
O=CNCc1ccccc1 *-C(=O)-N-C(-*)-c1:c:c:c(-*):c:c:1
O=CNCc1ccccc1 *-C(=O)-N(-*)-C(-*)-c1:c:c:c(-*):c:c:1
O=CNCc1ccccc1 *-C(=O)-N-C(-*)-c1:c:c:c(-*):c(-*):c:1-*
O=CNCc1ccccc1 *-C(=O)-N-C(-*)-c1:c:c:c(-*):c(-*):c:1
O=CNCc1ccccc1 *-C(=O)-N-C(-*)-c1:c:c:c:c(-*):c:1
O=CNCc1ccccc1 *-C(=O)-N-C-c1:c:c:c(-*):c:c:1-*
O=CNCc1ccccc1 *-C(=O)-N-C-c1:c:c:c:c(-*):c:1
O=CNCc1ccccc1 *-C(=O)-N-C(-*)-c1:c:c(-*):c:c:c:1-*
Cc1ccnn1 *-c1:c(-C):n:n(-*):c:1-*
Cc1ccnn1 *-c1:c(-C):n(-*):n(-*):c:1=*
Cc1ccnn1 *-c1:n:n(-*):c(-C):c:1-*
Cc1ccnn1 *-n1:n:c(-C):c(:*):c:1:*
Cc1ccnn1 *-C(=*)-c1:c:c:n(-*):n:1
Cc1ccnn1 *-c1:c:c(-C):n(-*):n:1
Cc1ccnn1 *-C(=*)-c1:c:c(-*):n:n:1-*
Cc1ccnn1 *-C(=*)-c1:c:c:n:n:1-*
Cc1ccnn1 *-c1:c:c(-C):n:n:1-*
Cc1ccnn1 *-c1:c:n:n(-*):c:1-C
Cc1ccnn1 *-C(=*)-c1:n:n(-*):c:c:1-*
Cc1ccnn1 *-n1:c:c:c(-C):n:1
COc1cccc(C(N)=O)c1 *-N-C(=O)-c1:c:c:c:c(-O-C):c:1
COc1cccc(C(N)=O)c1 *-N-C(=O)-c1:c:c:c(-*):c(-O-C):c:1
COc1cccc(C(N)=O)c1 *-N-C(=O)-c1:c:c(-*):c:c(-O-C):c:1
COc1cccc(C(N)=O)c1 *-C-O-c1:c:c(-C(=O)-N-*):c:c:c:1-*
COc1cccc(C(N)=O)c1 *-C-O-c1:c:c(-C(=O)-N(-*)-*):c:c:c:1-*
COc1cccc(C(N)=O)c1 *-N-C(=O)-c1:c:c(-*):c(-*):c(-O-C):c:1
Cc1cccc(C)c1 *-c1:c(-*):c(-C):c(-*):c(-C):c:1-*
Cc1cccc(C)c1 *-c1:c(-C):c:c:c:c:1-C
Cc1cccc(C)c1 *-c1:c(-C):c(-*):c(:*):c(:*):c:1-C
Cc1cccc(C)c1 *-C(=*)-c1:c:c:c:c(-C):c:1
Cc1cccc(C)c1 *-c1:c:c(-C):c:c(-C):c:1-*
Cc1cccc(C)c1 *-c1:c:c:c(-C):c:c:1-C
Cc1cccc(C)c1 *-c1:c:c(-C):c:c(-C):c:1
Cc1cccc(C)c1 *-c1:c:c(-C):c(-*):c(-C):c:1
Cc1cccc(C)c1 *-C-c1:c:c:c:c(-C):c:1
Cc1cccc(C)c1 *-c1:c:c(-*):c(-C):c:c:1-C
Cc1cccc(C)c1 *-C-c1:c:c:c:c(-C#*):c:1
Cc1cccc(C)c1 *-C(=*)-c1:c:c(-C):c:c:c:1-*
Cc1cccc(C)c1 *:c1:c:c(-C):c:c(-C):c:1:*
Cc1cccc(C)c1 *-C(=*)-c1:c(-*):c(-*):c:c(-C):c:1-*
Cc1cccc(C)c1 *-c1:c:c(-C):c(-*):c(-C):c:1-*
Cc1cccc(C)c1 *-c1:c:c:c(-C):c(-*):c:1-C
Cc1cccc(C)c1 *-c1:c(-C):c:c(-C):c(-*):c:1-*
c1nnnn1 *-c1:n:n:n:n:1-*
c1nnnn1 *-c1:n:n:n(-*):n:1
c1nnnn1 *-n1:c:n:n:n:1
c1ncnn1 *-n1:c:n:c:n:1
c1ncnn1 *-c1:n:c(-*):n(-*):n:1
c1ncnn1 *-c1:n:c:n:n:1-*
c1ncnn1 *-c1:n:c(:*):n(:*):n:1
c1ncnn1 *-c1:n:c:n(-*):n:1
c1ccoc1 *-c1:c:c:c:o:1
c1ccoc1 *:c1:c:c:o:c:1:*
