Br *-Br
CCCCC *-C-C(-*)-C(-*)-C(-*)-C=*
CCCCC *-C-C-C-C(-*)(-*)-C=*
CCCCC *-C-C(-*)-C(=*)-C(-*)(-*)-C-*
CCCCC *-C(-C#*)-C-C-C
CCCCC *-C(-C=*)-C(-*)-C(-*)-C=*
CCCCC *-C(-*)(-C(=*)-C)-C(=*)-C
CCCCC *-C(-C(=*)-C)-C(-*)(-*)-C
CCCCC *-C(-*)-C-C(-*)-C(-*)-C(-*)-*
CCCCC *-C(-*)-C-C-C(-*)-C(-*)-*
CCCCC *-C-C(-*)(-*)-C-C(-*)(-*)-C=*
CCCCC *-C-C(-*)-C(-*)-C-C
CCCCC *-C(-C-C=*)-C-C=*
CCCCC *-C(-*)(-C#*)-C-C-C
CCCCC *-C(=*)-C(=*)-C(=*)-C-C=*
CCCCC *-C(=*)-C(=*)-C-C(-*)-C#*
CCCCC *-C(-C#*)-C-C(=*)-C=*
CCCCC *-C-C(-*)-C(=*)-C-C=*
CCCCC *-C-C(=*)-C(=*)-C-C=*
CCCCC *=C-C-C-C(=*)-C
CCCCC *-C-C(-*)-C-C(=*)-C
CCCCC *-C-C(-*)-C-C-C(-*)-*
CCCCC *-C(-C)-C(-*)-C-C
CCCCC *-C-C-C(-*)-C(=*)-C-*
CCCCC *-C-C-C(-*)(-*)-C-C=*
CCCCC *-C(-*)-C-C-C(=*)-C
CCCCC *-C-C-C(-*)-C(-*)(-*)-C
CCCCC *-C(-C-C=*)-C(-*)(-*)-C
CCCCC *-C-C(-*)(-*)-C-C-C=*
CCCCC *-C-C-C(-*)(-*)-C(=*)-C
CCCCC *-C-C-C(-*)-C(-*)-C#*
CCCCC *-C(-*)(-C)-C-C-C
CCCCC *-C-C(-*)-C(-*)-C(-*)-C
CCCCC *-C(-*)-C-C-C(-*)-C
CCCCC *-C-C-C(-*)-C(-*)-C(-*)=*
CCCCC *-C(=*)-C-C-C(-*)-C#*
CCCCC *-C-C-C-C(-*)-C=*
CCCCC *-C(-*)(-C=*)-C-C(=*)-C(-*)(-*)-*
CCCCC *-C-C-C-C-C(-*)(-*)-*
CCCCC *-C(-C)-C-C-C=*
CCCCC *-C-C-C(=*)-C(=*)-C=*
CCCCC *-C-C-C(-*)(-*)-C(-*)-C-*
CCCCC *-C-C-C(=*)-C-C-*
CCCCC *-C(-C=*)-C(-*)-C(=*)-C(-*)(-*)-*
CCCCC *-C-C-C(-*)-C-C#*
CCCCC *=C-C-C(=*)-C-C
CCCCC *-C(=*)-C(=*)-C(-*)(-*)-C-C
CCCCC *-C(=*)-C-C(=*)-C(=*)-C=*
CCCCC *-C-C(-*)-C-C(-*)-C(-*)-*
CCCCC *-C-C-C(-*)(-*)-C-C(-*)-*
CCCCC *-C-C(=*)-C-C-C(-*)-*
CCCCC *-C(-*)-C(=*)-C-C(=*)-C=*
CCCCC *-C-C(-*)(-*)-C-C(-*)(-*)-C-*
c1nncs1 *-c1:n:n:c(-*):s:1
c1nncs1 *-c1:n:n:c:s:1
c1nncs1 *-c1:n:n(-*):c(=*):s:1
c1nncs1 *-c1:n:n(:*):c(:*):s:1
c1nncs1 *:c1:s:c:n:n:1:*
c1nncs1 *-n1:n:c:s:c:1=*
Cc1ccccc1F *-C-c1:c(-*):c:c:c:c:1-F
Cc1ccccc1F *-C(=*)-c1:c:c:c:c:c:1-F
Cc1ccccc1F *-c1:c:c:c(-C):c(-F):c:1
Cc1ccccc1F *-C(-*)-c1:c:c:c:c:c:1-F
Cc1ccccc1F *-C-c1:c:c:c:c:c:1-F
Cc1ccccc1F *-c1:c:c:c(-F):c(-C):c:1
Cc1ccccc1F *-c1:c:c:c(-F):c(-C(-*)-*):c:1
Cc1ccccc1F *-c1:c:c:c:c(-F):c:1-C
Cc1ccccc1F *-C-c1:c:c:c(-*):c:c:1-F
Cc1ccccc1F *-c1:c:c:c(-*):c(-F):c:1-C
Cc1ccccc1F *-C(=*)-c1:c(-*):c:c:c:c:1-F
Cc1ccccc1F *-C-c1:c:c(-*):c:c:c:1-F
Cc1ccccc1F *-C-c1:c(-*):c(-*):c(-*):c(-*):c:1-F
Cc1ccccc1F *-c1:c:c:c(-C):c(-F):c:1-*
Cc1ccccc1F *-c1:c(-*):c(-*):c(-C(-*)-*):c(-F):c:1-*
Cc1ccccc1F *-c1:c:c:c:c(-F):c:1-C(-*)-*
Cc1ccccc1F *-C-c1:c:c:c:c(-*):c:1-F
Cc1ccccc1F *=C-c1:c:c:c:c:c:1-F
Cc1ccccc1F *-C-c1:c(-*):c(-*):c:c(-*):c:1-F
Cc1ccccc1F *-c1:c:c:c(-C(-*)-*):c(-F):c:1
Cc1ccccc1F *-c1:c:c:c:c(-C(-*)-*):c:1-F
Cc1ccccc1F *-C-c1:c(-*):c:c(-*):c:c:1-F
Cc1ccccc1F *-C-c1:c:c(-*):c:c(-*):c:1-F
Cc1ccccc1F *-c1:c:c(-C):c(-F):c:c:1-*
Cc1ccccc1F *-c1:c(-*):c(-*):c(-C#*):c(-F):c:1-*
Cc1ccccc1F *-c1:c:c(-C):c(-F):c(-*):c:1-*
Cc1ccccc1F *-c1:c:c:c:c(-F):c:1-C=*
Cc1ccccc1F *-c1:c:c:c(-C=*):c(-F):c:1
Cc1ccccc1F *-c1:c:c(-*):c(-F):c(-C):c:1
Cc1ccccc1F *-C-c1:c(-F):c:c:c(-*):c:1-*
Cc1ccccc1F *-c1:c:c(-*):c(-F):c(-C):c:1-*
Cc1ccccc1F *-c1:c:c(-F):c(-C):c(-*):c:1-*
Cc1ccccc1F *-C-c1:c:c(-*):c(-*):c:c:1-F
Cc1ccccc1F *-C-c1:c:c:c(-*):c(-*):c:1-F
Cc1ccccc1F *-c1:c(-*):c(-*):c(-C=*):c(-F):c:1-*
Cc1ccccc1F *-c1:c:c(-*):c(-C):c(-F):c:1-*
Cc1ccccc1F *-c1:c:c:c(-F):c(-C=*):c:1
Cc1ccccc1F *-C-c1:c(-*):c:c:c(-*):c:1-F
Cc1ccccc1F *-c1:c:c(-*):c(-C):c(-F):c:1
Cc1ccccc1F *-C(=*)-c1:c:c(-*):c(-*):c(-*):c:1-F
Cc1ccccc1F *-c1:c:c(-*):c(-C(-*)-*):c(-F):c:1
Cc1ccccc1F *-c1:c:c:c(-F):c(-C#*):c:1
Cc1ccccc1F *:c1:c:c(-C):c(-F):c:c:1:*
Cc1ccccc1F *-c1:c:c:c(-C(-*)-*):c(-F):c:1-*
Cc1ccccc1F *-c1:c:c:c:c(-C=*):c:1-F
Cc1ccccc1F *-c1:c(-*):c(-*):c(-F):c(-C):c:1-*
Cc1ccccc1F *-c1:c:c:c:c(-C):c:1-F
Cc1ccccc1F *-c1:c:c:c(-*):c(-C(-*)-*):c:1-F
Cc1ccccc1F *-c1:c:c:c(-F):c(-C(-*)-*):c:1-*
Cc1ccccc1F *-c1:c:c(-*):c(-F):c(-C(-*)-*):c:1-*
Cc1ccccc1F *-c1:c:c(-*):c(-C(-*)-*):c(-F):c:1-*
Cc1ccccc1F *-c1:c:c:c(-F):c(-C):c:1-*
Cc1ccccc1F *-c1:c:c(-F):c(-C(-*)-*):c:c:1-*
Cc1ccccc1F *-c1:c:c(-C(-*)-*):c(-F):c(-*):c:1-*
Cc1ccccc1F *:c1:c:c:c(-F):c(-C):c:1:*
Cc1ccccc1F *-C(=*)-c1:c(-F):c:c:c(-*):c:1-*
Cc1ccccc1F *-C-c1:c:c(-*):c(-*):c(-*):c:1-F
Cc1ccccc1F *#C-c1:c:c:c:c:c:1-F
c1ccsc1 *-c1:c:c(-*):c(-*):s:1
c1ccsc1 *-c1:c:c:c:s:1
c1ccsc1 *-c1:c:s:c(-*):c:1
c1ccsc1 *-c1:c:c:s:c:1-*
c1ccsc1 *-c1:s:c(-*):c(-*):c:1-*
c1ccsc1 *-c1:s:c(:*):c(:*):c:1-*
c1ccsc1 *-c1:c:s:c(-*):c:1-*
c1ccsc1 *-c1:c:c:s:c:1
c1ccsc1 *-c1:c:c:c(-*):s:1
c1ccsc1 *:c1:s:c(:*):c(:*):c:1:*
c1ccsc1 *-c1:c:s:c(:*):c:1:*
c1ccsc1 *-c1:c:c(:*):c(:*):s:1
c1ccsc1 *-c1:c:s:c:c:1-*
c1ccsc1 *-c1:s:c:c(:*):c:1:*
c1ccsc1 *:c1:c:c:s:c:1:*
c1ccsc1 *=c1:s:c(=*):c(:*):c:1:*
c1ccsc1 *-c1:s:c(-*):c(:*):c:1:*
c1ccsc1 *=c1:c:c:s:c:1=*
c1ccsc1 *:c1:c:s:c:c:1:*
Cc1cc(C)nn1 *-n1:n:c(-C):c:c:1-C
Cc1cc(C)nn1 *-c1:c(-C):n:n(-*):c:1-C
Cc1cc(C)nn1 *-c1:c(-C(-*)(-*)-*):n:n(-*):c:1-C
Cc1cc(C)nn1 *-n1:n:c(-C):c:c:1-C(-*)(-*)-*
Cc1cc(C)nn1 *-C(-*)-c1:c:c(-C):n:n:1-*
Cc1cc(C)nn1 *-C-c1:c(-*):c(-C):n:n:1-*
Cc1cc(C)nn1 *-c1:c(-C):n:n(-*):c:1-C(-*)(-*)-*
Cc1cc(C)nn1 *-n1:n:c(-C):c:c:1-C#*
Cc1cc(C)nn1 *-C-c1:c:c(-C):n:n:1-*
c1cnnn1 *-c1:n:n:n(-*):c:1-*
c1cnnn1 *-c1:c:n:n(-*):n:1
c1cnnn1 *-c1:n:n(-*):n:c:1-*
c1cnnn1 *-c1:c:n(-*):n:n:1
c1cnnn1 *-n1:n:n:c(:*):c:1:*
c1cnnn1 *-c1:c:n:n:n:1-*
c1cnnn1 *-c1:n:n:n(:*):c:1:*
c1cnnn1 *-n1:n:c:c:n:1
c1cnnn1 *-n1:c:c:n:n:1
NC(=O)CO *-N-C(=O)-C-O-*
NC(=O)CO *-O-C-C(-N)=O
NC(=O)CO *-N-C(=O)-C(-*)-O-*
NC(=O)CO *-N-C(=O)-C(-*)(-*)-O
NC(=O)CO *-N-C(=O)-C(-*)-O
NC(=O)CO *-O-C-C(=O)-N(-*)-*
NC(=O)CO *-N(-*)-C(=O)-C(-*)(-*)-O
NC(=O)CO *-O-C(-*)-C(=O)-N(-*)-*
NC(=O)CO *-C(-O)-C(-N)=O
NC(=O)CO *-C(-*)(-O)-C(-N)=O
NC(=O)CO *-N-C(=O)-C-O
NC(=O)CO *-N-C(=O)-C(-*)(-*)-O-*
NC(=O)CO *-O-C(-*)-C(=O)-N=*
NC(=O)CO *-O-C-C(=O)-N=*
NC(=O)CO *-O-C(-*)-C(-N)=O
NC(=O)CO *-N(-*)-C(=O)-C-O
NC(=O)CO *-C(-O)-C(=O)-N(-*)-*
NC(=O)CO *-O-C(-*)(-*)-C(-N)=O
NC(=O)CO *-C(-*)(-O)-C(=O)-N=*
C1COCCN1 *-N1-C-C-O-C-C-1
C1COCCN1 *-C1-O-C-C(-*)-N(-*)-C-1=*
C1COCCN1 *-C1-C-N(-*)-C-C-O-1
C1COCCN1 *-N1-C-C-O-C(=*)-C-1=*
C1COCCN1 *-C1-C-O-C-C-N-1-*
C1COCCN1 *-C1-O-C-C-N(-*)-C-1=*
C1COCCN1 *-N1-C(=*)-C-O-C-C-1(-*)-*
C1COCCN1 *-N1-C-C-O-C-C-1=*
C1COCCN1 *-C1-C-N(-*)-C-C(-*)-O-1
C1COCCN1 *-C1-O-C(-*)(-*)-C-N(-*)-C-1-*
C1COCCN1 *-C1-C-O-C(-*)-C-N-1
C1COCCN1 *-N1-C-C-O-C-C-1(-*)-*
C1COCCN1 *-C1-C-O-C-C-N-1
C1COCCN1 *-C1-N-C-C-O-C-1-*
C1COCCN1 *-C1-C-N-C(=*)-C-O-1
C1COCCN1 *-C1(-*)-O-C-C-N-C-1=*
C1COCCN1 *-C1-N-C(=*)-C-O-C-1-*
C1COCCN1 *-C1-O-C-C(=*)-N(-*)-C-1-*
C1COCCN1 *-C1-C-N(-*)-C(-*)-C-O-1
C1COCCN1 *-C1(-*)-C-O-C-C-N-1
C1COCCN1 *-C1-O-C-C-N-C-1=*
C1COCCN1 *-C1-C-O-C-C(=*)-N-1
C1COCCN1 *-N1-C-C-O-C(-*)(-*)-C-1
C1COCCN1 *-N1-C-C(-*)(-*)-O-C-C-1=*
C1COCCN1 *-C1-O-C-C-N(-*)-C-1-*
C1COCCN1 *-C1-C-O-C-C(-*)-N-1-*
O=CCNC=O *-C(=O)-N-C(-*)(-*)-C(-*)=O
O=CCNC=O *-C(=O)-C(-*)-N(-*)-C(-*)=O
O=CCNC=O *-C(=O)-N-C(-*)-C(-*)=O
O=CCNC=O *-C(=O)-C-N-C(-*)=O
O=CCNC=O *-C(=O)-C-N(-*)-C(-*)=O
O=CCNC=O *-C(=O)-N(-*)-C(-*)(-*)-C(-*)=O
ccc=O *-c(:c:*):c(:*)=O
ccc=O *-c(:*):c(-*):c(:*)=O
ccc=O *-c(:c(:*)=O):c(:*):*
ccc=O *-c(:*):c:c(:*)=O
ccc=O *:c(=O):c(:*):c(:*):*
ccc=O *=c(:*):c(:*):c(:*)=O
ccc=O *-c(:*):c(:*):c(:*)=O
ccc=O *:c:c(:*):c(:*)=O
ccc=O *:c:c:c(:*)=O
ccc=O *=c(:*):c(=*):c(:*)=O
ccc=O *=c(:c(:*)=O):c(:*):*
ccc=O *:c(=O):c:c(:*):*
Cc1cccs1 *-C-c1:s:c(-*):c(-*):c:1-*
Cc1cccs1 *-c1:s:c(-C):c(-*):c:1-*
Cc1cccs1 *-c1:c(-C):s:c(:*):c:1:*
Cc1cccs1 *-c1:c:s:c(-C):c:1-*
Cc1cccs1 *-C(-*)-c1:c:c:c:s:1
Cc1cccs1 *-c1:c:c(-C):s:c:1-*
Cc1cccs1 *-c1:c:c(-*):c(-C):s:1
Cc1cccs1 *-C-c1:c:c:c:s:1
Cc1cccs1 *-c1:c:c:c(-C#*):s:1
Cc1cccs1 *=C-c1:c:c:c:s:1
Cc1cccs1 *-c1:s:c(-C):c(:*):c:1:*
Cc1cccs1 *:c1:c:c(-C):s:c:1:*
Cc1cccs1 *-c1:c:c:c(-C):s:1
Cc1cccs1 *-c1:c:s:c(-C):c:1
Cc1cccs1 *-C(=*)-c1:c:c:c:s:1
Cc1cccs1 *-C-c1:s:c(:*):c(:*):c:1-*
Cc1cccs1 *-C-c1:s:c:c(-*):c:1-*
Cc1cccs1 *-C-c1:c:c:c(-*):s:1
Cc1cccs1 *#C-c1:c:c:c:s:1
Cc1cccs1 *-C-c1:c:c(-*):c:s:1
Cc1cccs1 *-c1:c:c:c(-C(-*)-*):s:1
Cc1cccs1 *-C(=*)-c1:s:c(:*):c(:*):c:1-*
Cc1cccs1 *-c1:c:c:s:c:1-C=*
Cc1cccs1 *-c1:c:c:c(-C=*):s:1
Cc1cccs1 *-c1:c:s:c(-C#*):c:1
Cc1cccs1 *-C-c1:s:c:c:c:1-*
Cc1cccs1 *:c1:c:s:c(-C):c:1:*
Cc1cccs1 *-c1:c:s:c(-C(-*)-*):c:1
Cc1cccs1 *-c1:c:s:c(-C=*):c:1-*
Cc1cccs1 *-c1:c:s:c(-C=*):c:1
Cc1cccs1 *-c1:c:c(-*):c(-C=*):s:1
Cc1cccs1 *-c1:s:c(-C=*):c(-*):c:1-*
Cc1cccs1 *-C-c1:s:c(-*):c:c:1-*
Cc1cccs1 *-C-c1:c:c(-*):c(-*):s:1
Cc1ccccc1C *-c1:c:c:c:c(-C):c:1-C
Cc1ccccc1C *-c1:c:c:c(-C):c(-C):c:1
Cc1ccccc1C *:c1:c:c(-C):c(-C):c:c:1:*
Cc1ccccc1C *-C-c1:c:c(-*):c(-*):c:c:1-C(-*)=*
Cc1ccccc1C *-C-c1:c:c:c:c:c:1-C
Cc1ccccc1C *-c1:c:c(-C):c(-C):c:c:1-*
Cc1ccccc1C *-c1:c:c:c(-C):c(-C):c:1-*
Cc1ccccc1C *-C-c1:c:c:c:c:c:1-C-*
Cc1ccccc1C *-C-c1:c:c(-*):c:c:c:1-C
Cc1ccccc1C *-C(-*)-c1:c:c:c:c:c:1-C
Cc1ccccc1C *-C(=*)-c1:c:c:c:c:c:1-C
Cc1ccccc1C *-C(-*)-c1:c:c:c:c:c:1-C=*
Cc1ccccc1C *:c1:c:c:c(-C):c(-C):c:1:*
Cc1ccccc1C *-C-c1:c(-*):c:c(-*):c:c:1-C
Cc1ccccc1C *-c1:c:c:c(-*):c(-C):c:1-C
Cc1ccccc1C *-c1:c:c(-*):c(-C):c(-C):c:1-*
Cc1ccccc1C *-c1:c:c(-*):c(-C):c(-C):c:1
Cc1ccccc1C *-c1:c(-C):c(-C):c:c(:*):c:1:*
Cc1ccccc1C *-c1:c:c(-C):c(-C):c(-*):c:1-*
Cc1ccccc1C *-c1:c(-*):c(-*):c(-C):c(-C):c:1-*
Cc1ccccc1C *-C-c1:c:c(-*):c(-*):c:c:1-C=*
Cc1ccccc1C *=C-c1:c:c:c:c:c:1-C
Cc1ccccc1C *:c1:c(-C):c(-C):c(:*):c(:*):c:1:*
Cc1ccccc1C *-C-c1:c:c:c(-*):c:c:1-C
Cc1ccccc1C *-C-c1:c(-C):c:c(-*):c(-*):c:1-*
Cc1ccccc1C *-c1:c:c:c(-C(-*)-*):c(-C):c:1
Cc1ccccc1C *=c1:c(-C):c(-C):c(=*):c(:*):c:1:*
Cc1ccccc1C *-C-c1:c:c:c:c(-*):c:1-C
Cc1ccccc1C *-C-c1:c:c(-*):c(-*):c:c:1-C
Cc1ccccc1C *-C-c1:c:c:c(-*):c:c:1-C-*
Cc1ccccc1C *-C-c1:c(-*):c:c:c(-*):c:1-C-*
Cc1ccccc1C *-C-c1:c(-*):c(-*):c(-*):c(-*):c:1-C
Cc1ccccc1C *-c1:c:c(:*):c(:*):c(-C):c:1-C
Cc1ccccc1C *-c1:c:c:c(-C#*):c(-C):c:1
Cc1ccccc1C *-c1:c:c(-*):c(-C(-*)-*):c(-C):c:1
Cc1ccccc1C *-c1:c(-C):c(-C(-*)-*):c(:*):c(:*):c:1-*
Cc1ccccc1C *-c1:c(-C):c(-C):c(:*):c(:*):c:1-*
Cc1ccccc1C *-C-c1:c:c:c:c:c:1-C#*
Cc1ccccc1C *-C-c1:c:c:c(-*):c:c:1-C#*
Cc1ccccc1C *-C(-*)-c1:c:c(:*):c(:*):c:c:1-C
Cc1ccccc1C *-c1:c:c:c(-C(-*)-*):c(-C):c:1-*
Cc1ccccc1C *-C-c1:c(-C):c:c:c(-*):c:1-*
Cc1ccccc1C *-C-c1:c:c(-*):c(-*):c:c:1-C-*
Cc1ccccc1C *-c1:c:c:c(-C=*):c(-C):c:1
Cc1ccccc1C *-C-c1:c(-*):c:c:c:c:1-C
Cc1ccccc1C *-C-c1:c(-*):c:c:c(-*):c:1-C=*
Cc1ccccc1C *-c1:c:c:c(-*):c(-C(-*)-*):c:1-C
Cc1ccccc1C *-c1:c:c:c(-C):c(-C(-*)-*):c:1-*
Cc1ccccc1C *-C-c1:c(-*):c:c(-*):c(-*):c:1-C
Cc1ccccc1C *-c1:c:c(-C):c(-C=*):c:c:1-*
Cc1ccccc1C *-C-c1:c:c:c:c(-*):c:1-C-*
Cc1ccccc1C *-C-c1:c:c:c(-*):c(-*):c:1-C-*
Cc1ccccc1C *-c1:c:c:c(-C):c(-C(-*)-*):c:1
Cc1ccccc1C *-c1:c:c:c:c(-C):c:1-C(-*)-*
Cc1ccccc1C *-C-c1:c:c:c:c:c:1-C(-*)-*
Cc1ccccc1C *-c1:c:c:c:c(-C(-*)-*):c:1-C
Cc1ccccc1C *-c1:c:c(-C):c(-C):c(:*):c:1:*
OCCF *-C(-*)(-F)-C-O
OCCF *-O-C(-*)-C(-*)-F
OCCF *-O-C(-*)(-*)-C(-*)-F
OCCF *-C(-O)-C(-*)-F
OCCF *-O-C(-*)(-*)-C(-*)(-*)-F
FC(F)F *-C(-F)(-F)-F
CCCC(N)=O *-N-C(=O)-C-C-C
CCCC(N)=O *-C-C(-*)-C(-*)-C(=O)-N-*
CCCC(N)=O *-N-C(=O)-C(-*)-C-C
CCCC(N)=O *-N(-*)-C(=O)-C-C-C
CCCC(N)=O *-N-C(=O)-C-C(-*)-C
CCCC(N)=O *-C-C-C(-*)-C(-N)=O
CCCC(N)=O *-C-C-C(-*)(-*)-C(=O)-N-*
CCCC(N)=O *-C-C(-*)(-*)-C-C(-N)=O
CCCC(N)=O *-C-C-C(-*)-C(=O)-N-*
CCCC(N)=O *-N-C(=O)-C(-*)-C-C=*
CCCC(N)=O *-N-C(=O)-C(-*)(-*)-C(-*)(-*)-C
CCCC(N)=O *-C-C-C(-*)(-*)-C(=O)-N(-*)-*
CCCC(N)=O *-C-C-C(-*)(-*)-C(-N)=O
CCCC(N)=O *-C-C-C-C(=O)-N-*
CCCC(N)=O *-C-C(-*)(-*)-C-C(=O)-N-*
CCCC(N)=O *-C(-C-C)-C(=O)-N(-*)-*
CCCC(N)=O *-C-C(-*)-C-C(=O)-N(-*)-*
CCCC(N)=O *-C-C(-*)-C-C(=O)-N-*
CCCC(N)=O *-C(-C-C=*)-C(=O)-N(-*)-*
CCCC(N)=O *-C-C-C(-*)-C(=O)-N(-*)-*
CCCC(N)=O *-N-C(=O)-C(-*)-C(-*)-C=*
CCCC(N)=O *-C-C-C-C(-N)=O
CCCC(N)=O *-C-C-C(=*)-C(=O)-N-*
CCCC(N)=O *-C-C-C-C(=O)-N(-*)-*
CCCC(N)=O *-N-C(=O)-C(-*)(-*)-C-C
CCCC(N)=O *-N-C(=O)-C-C-C=*
CCCC(N)=O *=N-C(=O)-C-C-C
CCCC(N)=O *-N-C(=O)-C(-*)(-*)-C(=*)-C=*
CCCC(N)=O *-C(-C)-C-C(=O)-N(-*)-*
CCCC(N)=O *-C(-C-C)-C(=O)-N=*
CCCC(N)=O *-C(-C(=*)-C)-C(-N)=O
CCCC(N)=O *-C-C(=*)-C(=*)-C(-N)=O
CCCC(N)=O *-C-C(-*)-C(-*)-C(=O)-N(-*)-*
CCCC(N)=O *-C-C(-*)-C(-*)-C(=O)-N=*
CCCC(N)=O *-C-C(-*)-C(=*)-C(=O)-N-*
CCCC(N)=O *-C(-C=*)-C(=*)-C(-N)=O
CCCC(N)=O *-N(-*)-C(=O)-C-C-C=*
CCCC(N)=O *-N-C(=O)-C-C-C(-*)(-*)-*
CCCC(N)=O *-C(-C)-C-C(=O)-N=*
CCCC(N)=O *-C(-*)-C(-*)-C(-*)-C(=O)-N(-*)-*
CCCC(N)=O *-C-C-C(-*)(-*)-C(=O)-N=*
CCCC(N)=O *-C-C-C-C(=O)-N=*
CCCC(N)=O *-N-C(=O)-C-C-C(-*)-*
CCCC(N)=O *-C-C-C(-*)-C(=O)-N=*
CCCC(N)=O *-C(-C=*)-C(-*)-C(=O)-N(-*)-*
CCCC(N)=O *-N(-*)-C(=O)-C(-*)(-*)-C(-*)(-*)-C
CCCC(N)=O *-C(-*)-C(-*)-C-C(=O)-N(-*)-*
CCCC(N)=O *-N(-*)-C(=O)-C(=*)-C(=*)-C
CCCC(N)=O *-N-C(=O)-C(=*)-C(=*)-C
CCCC(N)=O *-N-C(=O)-C(-*)-C(-*)-C
CCCC(N)=O *-N-C(=O)-C(=*)-C(-*)-C
CCCC(N)=O *-N-C(=O)-C(=*)-C-C=*
CCCC(N)=O *-C(-C-C)-C(-N)=O
CCCC(N)=O *-N-C(=O)-C(-*)-C(-*)-C(-*)(-*)-*
CCCC(N)=O *-C-C(-*)-C-C(-N)=O
CCCC(N)=O *-C(-*)-C(-*)-C-C(-N)=O
CCCC(N)=O *-C(-C)-C-C(-N)=O
CCCC(N)=O *-C(-*)(-C-C)-C(-N)=O
CCCC(N)=O *-N-C(=O)-C-C-C#*
CCCC(N)=O *-N(-*)-C(=O)-C-C-C#*
CCCC(N)=O *-C(-C-C=*)-C(-N)=O
CCCC(N)=O *-N-C(=O)-C-C(-*)-C#*
CCCC(N)=O *-C(-C#*)-C-C(=O)-N(-*)-*
CCCC(N)=O *-N-C(=O)-C(=*)-C-C(-*)=*
CCCC(N)=O *-C(=*)-C-C(=*)-C(-N)=O
CCCC(N)=O *-N-C(=O)-C(-*)-C(=*)-C
CCCC(N)=O *-C(=*)-C-C(=*)-C(=O)-N(-*)-*
CCCC(N)=O *-C(-C(=*)-C)-C(=O)-N(-*)-*
CCCC(N)=O *-C(-C(=O)-N(-*)-*)-C(-*)-C(-*)(-*)-*
CCCC(N)=O *-C(-C-C(=O)-N(-*)-*)-C(-*)(-*)-*
CCCC(N)=O *-N-C(=O)-C-C(-*)-C(-*)(-*)-*
CCCC(N)=O *-C-C(-*)-C(-*)-C(-N)=O
CCCC(N)=O *-N(-*)-C(=O)-C-C-C(-*)(-*)-*
CCCC(N)=O *-C-C(-*)-C(-*)(-*)-C(=O)-N-*
CCCC(N)=O *-C(-C-C=*)-C(=O)-N=*
CCCC(N)=O *-C(-C(=*)-C=*)-C(-N)=O
CCCC(N)=O *-C(-C)-C(-*)-C(=O)-N(-*)-*
CCCC(N)=O *-C(-C)-C(-*)-C(=O)-N=*
CCCC(N)=O *=C-C-C-C(=O)-N=*
CCCC(N)=O *-C(-*)-C-C-C(=O)-N=*
CCCC(N)=O *-C-C(-*)-C-C(=O)-N=*
CCCC(N)=O *-N-C(=O)-C-C(-*)-C=*
CCCC(N)=O *-C(-C=*)-C-C(=O)-N(-*)-*
CCCC(N)=O *-N-C(=O)-C(-*)(-*)-C-C#*
CCCC(N)=O *-C(-*)(-C-C=*)-C(-N)=O
CCCC(N)=O *-C(-*)(-*)-C-C-C(=O)-N=*
CCCC(N)=O *-N-C(=O)-C(-*)-C-C(-*)-*
CCCC(N)=O *-C(-*)-C-C(-*)-C(=O)-N(-*)-*
c1cnccn1 *-c1:c:n:c:c:n:1
c1cnccn1 *-c1:n:c:c:n:c:1-*
c1cnccn1 *-c1:c:n:c(-*):c(-*):n:1
c1cnccn1 *:c1:c:n:c:c:n:1:*
c1cnccn1 *-c1:n:c(-*):c(-*):n:c:1-*
c1cnccn1 *-c1:c:n:c:c(-*):n:1
c1cnccn1 *-c1:c:n:c(:*):c(:*):n:1
c1cnccn1 *-c1:c:n:c:c(:*):n:1:*
c1cnccn1 *-c1:c:n(-*):c(=*):c(-*):n:1
c1cnccn1 *=c1:c(:*):n(:*):c(=*):c(:*):n:1:*
c1cnccn1 *-c1:c:n:c(-*):c:n:1
c1cnccn1 *-c1:n:c:c:n(-*):c:1=*
c1cnccn1 *-n1:c:c:n(-*):c(=*):c:1=*
c1cnccn1 *:c1:n:c:c:n:c:1:*
c1cnccn1 *-c1:n:c:c:n(:*):c:1:*
c1cnccn1 *-c1:n:c(:*):c(:*):n(-*):c:1=*
c1cnccn1 *-n1:c:c:n(:*):c(:*):c:1=*
c1cnccn1 *-c1:c:n(-*):c(=*):c:n:1
c1cnccn1 *-c1:c:n(:*):c(:*):c(=*):n:1-*
c1cnccn1 *-c1:c:n(:*):c(:*):c(-*):n:1
c1cnccn1 *-c1:c:n(:*):c(:*):c:n:1
NC(=O)CS *-S-C-C(-N)=O
NC(=O)CS *-N-C(=O)-C-S-*
NC(=O)CS *-S-C-C(=O)-N(-*)-*
NC(=O)CS *-N-C(=O)-C(-*)-S-*
NC(=O)CS *-S-C(-*)-C(-N)=O
NC(=O)CS *-S-C-C(=O)-N=*
NC(=O)CS *-S-C(-*)-C(=O)-N(-*)-*
NC(=O)CS *-S-C(-*)-C(=O)-N=*
NC(=O)CS *-N-C(=O)-C(-*)(-*)-S-*
NC(=O)CS *-S-C(-*)(-*)-C(=O)-N(-*)-*
c1ccnc1 *-c1:c(-*):n(-*):c(:*):c:1:*
c1ccnc1 *-c1:c:n(-*):c(-*):c:1-*
c1ccnc1 *-n1:c:c:c:c:1
c1ccnc1 *-c1:c(:*):c(:*):c:n:1-*
